SI_NO,SKU_Codes,Brand_Name,Item_name,Category,Quantities,UQC,ordered_unit,family_key
1745.0,MDH-SPI-TUR-1000GM,mdh,turmeric powder,spices,1000 gm,GM,packets,mdh turmeric powder
1746.0,TAT-GRA-RIC-10KG,tata,rice,grains,10 kg,KG,bags,tata rice
1747.0,NES-BEV-COF-3LTR,nescafe,coffee,beverages,3 ltr,LTR,jars,nescafe coffee
1750.0,MOT-DAI-CUR-250ML,mother dairy,curd,dairy,250 ml,ML,packets,mother dairy curd
1751.0,HAR-HOU-TOI-2LTR,harpic,toilet cleaner,household,2 ltr,LTR,bottles,harpic toilet cleaner
1752.0,IND-GRA-BAS-7KG,india gate,basmati rice,grains,7 kg,KG,bags,india gate basmati rice
1753.0,PAR-SNA-BIS-250GM,parle,biscuits,snacks,250 gm,GM,packs,parle biscuits
1758.0,NES-BEV-COF-2LTR,nescafe,coffee,beverages,2 ltr,LTR,jars,nescafe coffee
1760.0,NES-DAI-MIL-250ML,nestle,milk powder,dairy,250 ml,ML,packets,nestle milk powder
1761.0,AMU-DAI-BUT-10LTR,amul,butter,dairy,10 ltr,LTR,packets,amul butter
1763.0,MOT-DAI-CUR-100ML,mother dairy,curd,dairy,100 ml,ML,packets,mother dairy curd
1765.0,SUR-HOU-DET-3PCS,surf excel,detergent,household,3 pcs,PCS,packets,surf excel detergent
1766.0,AMU-DAI-MIL-500ML,amul,milk,dairy,500 ml,ML,packets,amul milk
1768.0,BRI-SNA-COO-750GM,britannia,cookies,snacks,750 gm,GM,packets,britannia cookies
1769.0,COL-HOU-GLA-10LTR,colin,glass cleaner,household,10 ltr,LTR,bottles,colin glass cleaner
1770.0,FOR-GRA-WHE-250GM,fortune,wheat flour,grains,250 gm,GM,packets,fortune wheat flour
1771.0,HAR-HOU-TOI-1LTR,harpic,toilet cleaner,household,1 ltr,LTR,bottles,harpic toilet cleaner
1774.0,LIZ-HOU-FLO-3PCS,lizol,floor cleaner,household,3 pcs,PCS,bottles,lizol floor cleaner
1775.0,DET-PER-SOA-5PCS,dettol,soap,personal care,5 pcs,PCS,packets,dettol soap
1776.0,FOR-GRA-WHE-1000GM,fortune,wheat flour,grains,1000 gm,GM,packets,fortune wheat flour
1777.0,AMU-DAI-MIL-8LTR,amul,milk,dairy,8 ltr,LTR,packets,amul milk
1778.0,COC-BEV-COL-10LM,coca cola,cold drink,beverages,10 ltr,LTR,packets,coca cola cold drink
1779.0,AAS-GRA-WHE-1000GM,aashirvaad,wheat flour,grains,1000 gm,GM,packets,aashirvaad wheat flour
1780.0,PAR-SNA-BIS-1000GM,parle,biscuits,snacks,1000 gm,GM,packs,parle biscuits
1781.0,COL-PER-TOO-1PCS,colgate,toothpaste,personal care,1 pcs,PCS,tubes,colgate toothpaste
1782.0,HAL-SNA-CHI-500GM,haldiram,chips,snacks,500 gm,GM,packets,haldiram chips
1784.0,TAT-SPI-SAL-750GM,tata,salt,spices,750 gm,GM,packets,tata salt
1785.0,NES-BEV-COF-1000ML,nescafe,coffee,beverages,1000 ml,ML,jars,nescafe coffee
1786.0,MDH-SPI-TUR-250GM,mdh,turmeric powder,spices,250 gm,GM,packets,mdh turmeric powder
1788.0,MOT-DAI-CUR-2LTR,mother dairy,curd,dairy,2 ltr,LTR,packets,mother dairy curd
1789.0,AMU-DAI-BUT-1500ML,amul,butter,dairy,1500 ml,ML,packets,amul butter
1793.0,COL-HOU-GLA-3PCS,colin,glass cleaner,household,3 pcs,PCS,bottles,colin glass cleaner
1796.0,TAT-SPI-SAL-100GM,tata,salt,spices,100 gm,GM,packets,tata salt
1799.0,AMU-DAI-MIL-2LTR,amul,milk,dairy,2 ltr,LTR,packets,amul milk
1800.0,EVE-SPI-COR-250GM,everest,coriander powder,spices,250 gm,GM,packets,everest coriander powder
1801.0,SPR-BEV-COL-8LTR,sprite,cold drink,beverages,8 ltr,LTR,packets,sprite cold drink
1802.0,BRI-SNA-COO-500GM,britannia,cookies,snacks,500 gm,GM,packets,britannia cookies
1804.0,TAT-SPI-SAL-500GM,tata,salt,spices,500 gm,GM,packets,tata salt
1806.0,DET-PER-SOA-2PCS,dettol,soap,personal care,2 pcs,PCS,packets,dettol soap
1807.0,TAT-BEV-TEA-10LTR,tata,tea,beverages,10 ltr,LTR,packets,tata tea
1808.0,AMU-DAI-MIL-5LTR,amul,milk,dairy,5 ltr,LTR,packets,amul milk
1810.0,LAY-SNA-CHI-750GM,lay's,chips,snacks,750 gm,GM,packets,lay's chips
1813.0,SUR-HOU-DET-1LTR,surf excel,detergent,household,1 ltr,LTR,packets,surf excel detergent
1814.0,SUR-HOU-DET-4LTR,surf excel,detergent,household,4 ltr,LTR,packets,surf excel detergent
1816.0,DOV-PER-SHA-5PCS,dove,shampoo,personal care,5 pcs,PCS,packets,dove shampoo
1818.0,SUR-HOU-DET-3LTR,surf excel,detergent,household,3 ltr,LTR,packets,surf excel detergent
1821.0,DET-PER-SOA-3PCS,dettol,soap,personal care,3 pcs,PCS,packets,dettol soap
1823.0,SPR-BEV-COL-250ML,sprite,cold drink,beverages,250 ml,ML,packets,sprite cold drink
1825.0,HAR-HOU-TOI-8LTR,harpic,toilet cleaner,household,8 ltr,LTR,bottles,harpic toilet cleaner
1828.0,AAS-GRA-WHE-230GM,aashirvaad,wheat flour,grains,230 gm,GM,packets,aashirvaad wheat flour
1831.0,MOT-DAI-CUR-1000ML,mother dairy,curd,dairy,1000 ml,ML,packets,mother dairy curd
1832.0,SPR-BEV-COL-5LTR,sprite,cold drink,beverages,5 ltr,LTR,packets,sprite cold drink
1833.0,FOR-GRA-WHE-1KG,fortune,wheat flour,grains,1 kg,KG,packets,fortune wheat flour
1836.0,PAR-SNA-BIS-2PCS,parle,biscuits,snacks,2 pcs,PCS,packs,parle biscuits
1838.0,FOR-GRA-WHE-7KG,fortune,wheat flour,grains,7 kg,KG,packets,fortune wheat flour
1839.0,AAS-GRA-WHE-250GM,aashirvaad,wheat flour,grains,250 gm,GM,packets,aashirvaad wheat flour
1840.0,EVE-SPI-COR-500GM,everest,coriander powder,spices,500 gm,GM,packets,everest coriander powder
1842.0,COC-BEV-COL-1000ML,coca cola,cold drink,beverages,1000 ml,ML,packets,coca cola cold drink
1845.0,AAS-GRA-WHE-3KGM,aashirvaad,wheat flour,grains,3 kg,KG,packets,aashirvaad wheat flour
1847.0,SUR-HOU-DET-8LTR,surf excel,detergent,household,8 ltr,LTR,packets,surf excel detergent
1849.0,LAY-SNA-CHI-500GM,lay's,chips,snacks,500 gm,GM,packets,lay's chips
1850.0,PAR-SNA-BIS-750GM,parle,biscuits,snacks,750 gm,GM,packs,parle biscuits
1851.0,TAT-BEV-TEA-4LTR,tata,tea,beverages,4 ltr,LTR,packets,tata tea
1852.0,FOR-GRA-WHE-750GM,fortune,wheat flour,grains,750 gm,GM,packets,fortune wheat flour
1853.0,AAS-SPI-CHI-350GM,aashirvaad,chilli powder,spices,350 gm,GM,packets,aashirvaad chilli powder
1855.0,DOV-PER-SHA-4PCS,dove,shampoo,personal care,4 pcs,PCS,packets,dove shampoo
1856.0,NES-DAI-MIL-6LTR,nestle,milk powder,dairy,6 ltr,LTR,packets,nestle milk powder
1857.0,MOT-DAI-CUR-6LTR,mother dairy,curd,dairy,6 ltr,LTR,packets,mother dairy curd
1858.0,LIZ-HOU-FLO-4LTR,lizol,floor cleaner,household,4 ltr,LTR,bottles,lizol floor cleaner
1859.0,AAS-GRA-WHE-10KG,aashirvaad,wheat flour,grains,10 kg,KG,packets,aashirvaad wheat flour
1860.0,HAR-HOU-TOI-9LTR,harpic,toilet cleaner,household,9 ltr,LTR,bottles,harpic toilet cleaner
1861.0,SPR-BEV-COL-1LTR,sprite,cold drink,beverages,1 ltr,LTR,packets,sprite cold drink
1862.0,NES-BEV-COF-7LTR,nescafe,coffee,beverages,7 ltr,LTR,jars,nescafe coffee
1866.0,HAL-SNA-CHI-250GM,haldiram,chips,snacks,250 gm,GM,packets,haldiram chips
1870.0,TAT-BEV-TEA-8LTR,tata,tea,beverages,8 ltr,LTR,packets,tata tea
1871.0,AAS-SPI-CHI-200GM,aashirvaad,chilli powder,spices,200 gm,GM,packets,aashirvaad chilli powder
1874.0,COC-BEV-COL-3LTR,coca cola,cold drink,beverages,3 ltr,LTR,packets,coca cola cold drink
1875.0,IND-GRA-BAS-9KG,india gate,basmati rice,grains,9 kg,KG,bags,india gate basmati rice
1876.0,EVE-SPI-COR-1000GM,everest,coriander powder,spices,1000 gm,GM,packets,everest coriander powder
1877.0,MOT-DAI-CUR-7LTR,mother dairy,curd,dairy,7 ltr,LTR,packets,mother dairy curd
1878.0,LAY-SNA-CHI-1000GM,lay's,chips,snacks,1000 gm,GM,packets,lay's chips
1879.0,LIZ-HOU-FLO-1LTR,lizol,floor cleaner,household,1 ltr,LTR,bottles,lizol floor cleaner
1880.0,AAS-SPI-CHI-1000GM,aashirvaad,chilli powder,spices,1000 gm,GM,packets,aashirvaad chilli powder
1881.0,IND-GRA-BAS-100GM,india gate,basmati rice,grains,100 gm,GM,bags,india gate basmati rice
1883.0,PAR-SNA-BIS-4PCS,parle,biscuits,snacks,4 pcs,PCS,packs,parle biscuits
1885.0,AAS-SPI-CHI-1KG,aashirvaad,chilli powder,spices,1 kg,KG,packets,aashirvaad chilli powder
1889.0,MD-SPI-TUR-500GM,mdh,turmeric powder,spices,500 gm,GM,packets,mdh turmeric powder
1890.0,SPR-BEV-COL-10LTR,sprite,cold drink,beverages,10 ltr,LTR,packets,sprite cold drink
1891.0,AMU-DAI-MIL-1000ML,amul,milk,dairy,1000 ml,ML,packets,amul milk
1893.0,AMU-DAI-BUT-2LTR,amul,butter,dairy,2 ltr,LTR,packets,amul butter
1894.0,SUR-HOU-DET-7LTR,surf excel,detergent,household,7 ltr,LTR,packets,surf excel detergent
1897.0,AMU-DAI-MIL-750ML,amul,milk,dairy,750 ml,ML,packets,amul milk
1898.0,HAL-SNA-CHI-5PCS,haldiram,chips,snacks,5 pcs,PCS,packets,haldiram chips
1906.0,COL-HOU-GLA-5LTR,colin,glass cleaner,household,5 ltr,LTR,bottles,colin glass cleaner
1907.0,AMU-DAI-MILK-5LTR,amul,milk,dairy,5 ltr,LTR,packets,amul milk
1909.0,AAS-GRA-WHE-100GM,aashirvaad,wheat flour,grains,100 gm,GM,packets,aashirvaad wheat flour
1911.0,COC-BEV-COL-100ML,coca cola,cold drink,beverages,100 ml,ML,packets,coca cola cold drink
1912.0,MDH-SPI-TUR-250GML,mdh,turmeric powder,spices,250 gm,GM,packets,mdh turmeric powder
1913.0,NES-BEV-COF-750ML,nescafe,coffee,beverages,750 ml,ML,jars,nescafe coffee
1915.0,MOT-DAI-CUR-750ML,mother dairy,curd,dairy,750 ml,ML,packets,mother dairy curd
1916.0,NES-DAI-MIL-1000ML,nestle,milk powder,dairy,1000 ml,ML,packets,nestle milk powder
1923.0,LIZ-HOU-FLO-5PCS,lizol,floor cleaner,household,5 pcs,PCS,bottles,lizol floor cleaner
1924.0,AAS-GRA-WHE-350GM,aashirvaad,wheat flour,grains,350 gm,GM,packets,aashirvaad wheat flour
1925.0,AAS-SPI-CHI-500GM,aashirvaad,chilli powder,spices,500 gm,GM,packets,aashirvaad chilli powder
1928.0,PAR-SNA-BIS-5PCS,parle,biscuits,snacks,5 pcs,PCS,packs,parle biscuits
1933.0,LIZ-HOU-FLO-9LTR,lizol,floor cleaner,household,9 ltr,LTR,bottles,lizol floor cleaner
1934.0,LAY'-SNA-CHIP-3PCS,lay's,chips,snacks,3 pcs,PCS,packets,lay's chips
1939.0,DOV-PER-SHA-3PCS,dove,shampoo,personal care,3 pcs,PCS,packets,dove shampoo
1940.0,BRIT-SNA-COO-250GM,britannia,cookies,snacks,250 gm,GM,packets,britannia cookies
1941.0,HAL-SNA-CHIP-4PCS,haldiram,chips,snacks,4 pcs,PCS,packets,haldiram chips
1944.0,AAS-SPI-CHI-90GM,aashirvaad,chilli powder,spices,90 gm,GM,packets,aashirvaad chilli powder
1946.0,AMU-DAI-BUT-550ML,amul,butter,dairy,550 ml,ML,packets,amul butter
1947.0,LIZ-HOU-FLO-8LTR,lizol,floor cleaner,household,8 ltr,LTR,bottles,lizol floor cleaner
1949.0,AAS-SPI-CHI-95GM,aashirvaad,chilli powder,spices,95 gm,GM,packets,aashirvaad chilli powder
1954.0,NES-DAI-MIL-2LTR,nestle,milk powder,dairy,2 ltr,LTR,packets,nestle milk powder
1955.0,IND-GRA-BAS-4KG,india gate,basmati rice,grains,4 kg,KG,bags,india gate basmati rice
1956.0,AMU-DAI-BUT-1LTR,amul,butter,dairy,1 ltr,LTR,packets,amul butter
1960.0,BRI-SNA-COO-2PCS,britannia,cookies,snacks,2 pcs,PCS,packets,britannia cookies
1962.0,AMU-DAI-MIL-6LTR,amul,milk,dairy,6 ltr,LTR,packets,amul milk
1964.0,DET-PER-SOA-4PCS,dettol,soap,personal care,4 pcs,PCS,packets,dettol soap
1965.0,TAT-GRA-RIC-250GM,tata,rice,grains,250 gm,GM,bags,tata rice
1966.0,COL-HOU-GLA-3LTR,colin,glass cleaner,household,3 ltr,LTR,bottles,colin glass cleaner
1971.0,COL-HOU-GLA-4PCS,colin,glass cleaner,household,4 pcs,PCS,bottles,colin glass cleaner
1973.0,SUR-HOU-DET-5PCS,surf excel,detergent,household,5 pcs,PCS,packets,surf excel detergent
1974.0,AMU-DAI-BUT-250ML,amul,butter,dairy,250 ml,ML,packets,amul butter
1975.0,SUR-HOU-DET-5LTR,surf excel,detergent,household,5 ltr,LTR,packets,surf excel detergent
1977.0,PAR-SNA-BIS-1PCS,parle,biscuits,snacks,1 pcs,PCS,packs,parle biscuits
1978.0,HAR-HOU-TOI-1PCS,harpic,toilet cleaner,household,1 pcs,PCS,bottles,harpic toilet cleaner
1979.0,LAY-SNA-CHI-3PCS,lay's,chips,snacks,3 pcs,PCS,packets,lay's chips
1981.0,NES-BEV-COF-500ML,nescafe,coffee,beverages,500 ml,ML,jars,nescafe coffee
1982.0,FOR-GRA-WHE-3KG,fortune,wheat flour,grains,3 kg,KG,packets,fortune wheat flour
1983.0,AAS-SPI-CHI-220GM,aashirvaad,chilli powder,spices,220 gm,GM,packets,aashirvaad chilli powder
1985.0,LIZ-HOU-FLO-7LTR,lizol,floor cleaner,household,7 ltr,LTR,bottles,lizol floor cleaner
1987.0,AMU-DAI-MIL-3000ML,amul,milk,dairy,3000 ml,ML,packets,amul milk
1989.0,HAL-SNA-CHI-2PCS,haldiram,chips,snacks,2 pcs,PCS,packets,haldiram chips
1991.0,MDH-SPI-TUR-100GM,mdh,turmeric powder,spices,100 gm,GM,packets,mdh turmeric powder
1992.0,NES-BEV-COF-5LTR,nescafe,coffee,beverages,5 ltr,LTR,jars,nescafe coffee
1993.0,COC-BEV-COL-250ML,coca cola,cold drink,beverages,250 ml,ML,packets,coca cola cold drink
1995.0,AMU-DAI-BUT-300ML,amul,butter,dairy,300 ml,ML,packets,amul butter
1996.0,MOT-DAI-CUR-500ML,mother dairy,curd,dairy,500 ml,ML,packets,mother dairy curd
1998.0,LIF-PER-SOA-5PCS,lifebuoy,soap,personal care,5 pcs,PCS,packets,lifebuoy soap
2004.0,SPR-BEV-COL-1000ML,sprite,cold drink,beverages,1000 ml,ML,packets,sprite cold drink
2005.0,AMU-DAI-MIL-250ML,amul,milk,dairy,250 ml,ML,packets,amul milk
2010.0,COL-HOU-GLA-6LTR,colin,glass cleaner,household,6 ltr,LTR,bottles,colin glass cleaner
2011.0,AAS-SPI-CHI-330GM,aashirvaad,chilli powder,spices,330 gm,GM,packets,aashirvaad chilli powder
2016.0,AAS-SPI-CHI-370GM,aashirvaad,chilli powder,spices,370 gm,GM,packets,aashirvaad chilli powder
2023.0,AAS-GRA-WHE-2KG,aashirvaad,wheat flour,grains,2 kg,KG,packets,aashirvaad wheat flour
2029.0,AAS-SPI-CHI-950GM,aashirvaad,chilli powder,spices,950 gm,GM,packets,aashirvaad chilli powder
2030.0,NES-DAI-MIL-9LTR,nestle,milk powder,dairy,9 ltr,LTR,packets,nestle milk powder
2032.0,TAT-GRA-RIC-4KG,tata,rice,grains,4 kg,KG,bags,tata rice
2036.0,MOT-DAI-CUR-3LTR,mother dairy,curd,dairy,3 ltr,LTR,packets,mother dairy curd
2038.0,PAR-SNA-BIS-100GM,parle,biscuits,snacks,100 gm,GM,packs,parle biscuits
2043.0,LAY-SNA-CHI-4PCS,lay's,chips,snacks,4 pcs,PCS,packets,lay's chips
2048.0,AAS-GRA-WHE-550GM,aashirvaad,wheat flour,grains,550 gm,GM,packets,aashirvaad wheat flour
2052.0,HAL-SNA-CHI-100GM,haldiram,chips,snacks,100 gm,GM,packets,haldiram chips
2056.0,SPR-BEV-COL-7LTR,sprite,cold drink,beverages,7 ltr,LTR,packets,sprite cold drink
2057.0,NES-DAI-MIL-8LTR,nestle,milk powder,dairy,8 ltr,LTR,packets,nestle milk powder
2060.0,COC-BEV-COL-9LTR,coca cola,cold drink,beverages,9 ltr,LTR,packets,coca cola cold drink
2074.0,AMU-DAI-MIL-9LTR,amul,milk,dairy,9 ltr,LTR,packets,amul milk
2077.0,NES-BEV-COF-4LTR,nescafe,coffee,beverages,4 ltr,LTR,jars,nescafe coffee
2078.0,HAL-SNA-CHI-4PCS,haldiram,chips,snacks,4 pcs,PCS,packets,haldiram chips
2079.0,MOT-DAI-CUR-9LTR,mother dairy,curd,dairy,9 ltr,LTR,packets,mother dairy curd
2081.0,TAT-GRA-RIC-7KG,tata,rice,grains,7 kg,KG,bags,tata rice
2083.0,HAR-HOU-TOI-10LTR,harpic,toilet cleaner,household,10 ltr,LTR,bottles,harpic toilet cleaner
2087.0,AAS-SPI-CHI-180GM,aashirvaad,chilli powder,spices,180 gm,GM,packets,aashirvaad chilli powder
2098.0,NES-DAI-MIL-3LTR,nestle,milk powder,dairy,3 ltr,LTR,packets,nestle milk powder
2102.0,COC-BEV-COL-8LTR,coca cola,cold drink,beverages,8 ltr,LTR,packets,coca cola cold drink
2103.0,AAS-GRA-WHE-650GM,aashirvaad,wheat flour,grains,650 gm,GM,packets,aashirvaad wheat flour
2111.0,AMU-DAI-MIL-400ML,amul,milk,dairy,400 ml,ML,packets,amul milk
2116.0,TAT-GRA-RIC-3KG,tata,rice,grains,3 kg,KG,bags,tata rice
2122.0,AAS-SPI-CHI-800GM,aashirvaad,chilli powder,spices,800 gm,GM,packets,aashirvaad chilli powder
2128.0,HAL-SNA-CHI-3PCS,haldiram,chips,snacks,3 pcs,PCS,packets,haldiram chips
2130.0,AAS-SPI-CHI-2000GM,aashirvaad,chilli powder,spices,2000 gm,GM,packets,aashirvaad chilli powder
2135.0,MOT-DAI-CUR-10LTR,mother dairy,curd,dairy,10 ltr,LTR,packets,mother dairy curd
2138.0,DET-PER-SOA-1PCS,dettol,soap,personal care,1 pcs,PCS,packets,dettol soap
2143.0,TAT-BEV-TEA-7LTR,tata,tea,beverages,7 ltr,LTR,packets,tata tea
2148.0,AAS-SPI-CHI-2KG,aashirvaad,chilli powder,spices,2 kg,KG,packets,aashirvaad chilli powder
2159.0,AAS-SPI-CHI-5KG,aashirvaad,chilli powder,spices,5 kg,KG,packets,aashirvaad chilli powder
2162.0,BRI-SNA-COO-1PCS,britannia,cookies,snacks,1 pcs,PCS,packets,britannia cookies
2173.0,TAT-GRA-RIC-1KG,tata,rice,grains,1 kg,KG,bags,tata rice
2183.0,AAS-GRA-WHE-120GM,aashirvaad,wheat flour,grains,120 gm,GM,packets,aashirvaad wheat flour
2184.0,AMU-DAI-BUT-1000ML,amul,butter,dairy,1000 ml,ML,packets,amul butter
2185.0,HAR-HOU-TOI-5LTR,harpic,toilet cleaner,household,5 ltr,LTR,bottles,harpic toilet cleaner
2192.0,COC-BEV-COL-5LTR,coca cola,cold drink,beverages,5 ltr,LTR,packets,coca cola cold drink
2194.0,AAS-SPI-CHI-420GM,aashirvaad,chilli powder,spices,420 gm,GM,packets,aashirvaad chilli powder
2203.0,NES-DAI-MIL-750ML,nestle,milk powder,dairy,750 ml,ML,packets,nestle milk powder
2210.0,AAS-SPI-CHI-450GM,aashirvaad,chilli powder,spices,450 gm,GM,packets,aashirvaad chilli powder
2212.0,TAT-BEV-TEA-1LTR,tata,tea,beverages,1 ltr,LTR,packets,tata tea
2213.0,HAL-SNA-CHI-1PCS,haldiram,chips,snacks,1 pcs,PCS,packets,haldiram chips
2215.0,AAS-SPI-CHI-480GM,aashirvaad,chilli powder,spices,480 gm,GM,packets,aashirvaad chilli powder
2216.0,AAS-SPI-CHI-520GM,aashirvaad,chilli powder,spices,520 gm,GM,packets,aashirvaad chilli powder
2226.0,TAT-BEV-TEA-1000ML,tata,tea,beverages,1000 ml,ML,packets,tata tea
2232.0,TAT-BEV-TEA-9LTR,tata,tea,beverages,9 ltr,LTR,packets,tata tea
2235.0,LIZ-HOU-FLO-3LTR,lizol,floor cleaner,household,3 ltr,LTR,bottles,lizol floor cleaner
2241.0,FOR-GRA-WHE-500GM,fortune,wheat flour,grains,500 gm,GM,packets,fortune wheat flour
2244.0,NES-DAI-MIL-500ML,nestle,milk powder,dairy,500 ml,ML,packets,nestle milk powder
2245.0,AMU-DAI-MIL-100ML,amul,milk,dairy,100 ml,ML,packets,amul milk
2248.0,AMU-DAI-BUT-6LTR,amul,butter,dairy,6 ltr,LTR,packets,amul butter
2253.0,NES-DAI-MIL-4LTR,nestle,milk powder,dairy,4 ltr,LTR,packets,nestle milk powder
2264.0,AMU-DAI-BUT-100ML,amul,butter,dairy,100 ml,ML,packets,amul butter
2268.0,AAS-GRA-WHE-50KG,aashirvaad,wheat flour,grains,50 kg,KG,packets,aashirvaad wheat flour
2282.0,NES-BEV-COF-250ML,nescafe,coffee,beverages,250 ml,ML,jars,nescafe coffee
2285.0,AAS-SPI-CHI-580GM,aashirvaad,chilli powder,spices,580 gm,GM,packets,aashirvaad chilli powder
2286.0,HAL-SNA-CHI-750GM,haldiram,chips,snacks,750 gm,GM,packets,haldiram chips
2299.0,SPR-BEV-COL-4LTR,sprite,cold drink,beverages,4 ltr,LTR,packets,sprite cold drink
2302.0,AAS-GRA-WHE-1KG,aashirvaad,wheat flour,grains,1 kg,KG,packets,aashirvaad wheat flour
2316.0,TAT-GRA-RIC-8KG,tata,rice,grains,8 kg,KG,bags,tata rice
2317.0,AAS-SPI-CHI-630GM,aashirvaad,chilli powder,spices,630 gm,GM,packets,aashirvaad chilli powder
2318.0,AMU-DAI-MIL-900ML,amul,milk,dairy,900 ml,ML,packets,amul milk
2323.0,MOT-DAI-CUR-1LTR,mother dairy,curd,dairy,1 ltr,LTR,packets,mother dairy curd
2325.0,AAS-GRA-WHE-9KG,aashirvaad,wheat flour,grains,9 kg,KG,packets,aashirvaad wheat flour
2331.0,NES-BEV-COF-8LTR,nescafe,coffee,beverages,8 ltr,LTR,jars,nescafe coffee
2335.0,MOT-DAI-CUR-5LTR,mother dairy,curd,dairy,5 ltr,LTR,packets,mother dairy curd
2339.0,AAS-SPI-CHI-650GM,aashirvaad,chilli powder,spices,650 gm,GM,packets,aashirvaad chilli powder
2354.0,AAS-SPI-CHI-50GM,aashirvaad,chilli powder,spices,50 gm,GM,packets,aashirvaad chilli powder
2356.0,AAS-GRA-WHE-4KG,aashirvaad,wheat flour,grains,4 kg,KG,packets,aashirvaad wheat flour
2360.0,AMU-DAI-BUT-8LTR,amul,butter,dairy,8 ltr,LTR,packets,amul butter
2362.0,IND-GRA-BAS-500GM,india gate,basmati rice,grains,500 gm,GM,bags,india gate basmati rice
2364.0,AMU-DAI-MIL-4LTR,amul,milk,dairy,4 ltr,LTR,packets,amul milk
2369.0,LIZ-HOU-FLO-6LTR,lizol,floor cleaner,household,6 ltr,LTR,bottles,lizol floor cleaner
2373.0,NES-BEV-COF-100ML,nescafe,coffee,beverages,100 ml,ML,jars,nescafe coffee
2379.0,IND-GRA-BAS-1KG,india gate,basmati rice,grains,1 kg,KG,bags,india gate basmati rice
2389.0,SPR-BEV-COL-9LTR,sprite,cold drink,beverages,9 ltr,LTR,packets,sprite cold drink
2391.0,NES-BEV-COF-6LTR,nescafe,coffee,beverages,6 ltr,LTR,jars,nescafe coffee
2392.0,AAS-SPI-CHI-720GM,aashirvaad,chilli powder,spices,720 gm,GM,packets,aashirvaad chilli powder
2394.0,TAT-BEV-TEA-500ML,tata,tea,beverages,500 ml,ML,packets,tata tea
2400.0,AAS-SPI-CHI-770GM,aashirvaad,chilli powder,spices,770 gm,GM,packets,aashirvaad chilli powder
2421.0,AAS-SPI-CHI-780GM,aashirvaad,chilli powder,spices,780 gm,GM,packets,aashirvaad chilli powder
2429.0,AMU-DAI-BUT-14LTR,amul,butter,dairy,14 ltr,LTR,packets,amul butter
2446.0,AAS-SPI-CHI-10GM,aashirvaad,chilli powder,spices,10 gm,GM,packets,aashirvaad chilli powder
2448.0,NES-DAI-MIL-100ML,nestle,milk powder,dairy,100 ml,ML,packets,nestle milk powder
2463.0,AAS-SPI-CHI-820GM,aashirvaad,chilli powder,spices,820 gm,GM,packets,aashirvaad chilli powder
2465.0,AAS-SPI-CHI-850GM,aashirvaad,chilli powder,spices,850 gm,GM,packets,aashirvaad chilli powder
2488.0,BRI-SNA-COO-5PCS,britannia,cookies,snacks,5 pcs,PCS,packets,britannia cookies
2493.0,HAL-SNA-CHI-1000GM,haldiram,chips,snacks,1000 gm,GM,packets,haldiram chips
2505.0,AAS-SPI-CHI-880GM,aashirvaad,chilli powder,spices,880 gm,GM,packets,aashirvaad chilli powder
2513.0,SPR-BEV-COL-100ML,sprite,cold drink,beverages,100 ml,ML,packets,sprite cold drink
2514.0,AMU-DAI-BUT-50ML,amul,butter,dairy,50 ml,ML,packets,amul butter
2540.0,AAS-GRA-WHE-6KG,aashirvaad,wheat flour,grains,6 kg,KG,packets,aashirvaad wheat flour
2541.0,TAT-GRA-RIC-9KG,tata,rice,grains,9 kg,KG,bags,tata rice
2552.0,TAT-BEV-TEA-250ML,tata,tea,beverages,250 ml,ML,packets,tata tea
2559.0,AMU-DAI-MIL-1500ML,amul,milk,dairy,1500 ml,ML,packets,amul milk
2565.0,TAT-BEV-TEA-5LTR,tata,tea,beverages,5 ltr,LTR,packets,tata tea
2568.0,AAS-GRA-WHE-16KG,aashirvaad,wheat flour,grains,16 kg,KG,packets,aashirvaad wheat flour
2572.0,AMU-DAI-BUT-12LTR,amul,butter,dairy,12 ltr,LTR,packets,amul butter
2573.0,HAR-HOU-TOI-6LTR,harpic,toilet cleaner,household,6 ltr,LTR,bottles,harpic toilet cleaner
2575.0,TAT-GRA-RIC-2KG,tata,rice,grains,2 kg,KG,bags,tata rice
2576.0,COC-BEV-COL-1LTR,coca cola,cold drink,beverages,1 ltr,LTR,packets,coca cola cold drink
2579.0,PAR-SNA-BIS-500GM,parle,biscuits,snacks,500 gm,GM,packs,parle biscuits
2593.0,AMU-DAI-BUT-4LTR,amul,butter,dairy,4 ltr,LTR,packets,amul butter
2599.0,HAR-HOU-TOI-2PCS,harpic,toilet cleaner,household,2 pcs,PCS,bottles,harpic toilet cleaner
2604.0,AAS-SPI-CHI-10KG,aashirvaad,chilli powder,spices,10 kg,KG,packets,aashirvaad chilli powder
2609.0,FOR-GRA-WHE-5KG,fortune,wheat flour,grains,5 kg,KG,packets,fortune wheat flour
2612.0,AAS-SPI-CHI-900GM,aashirvaad,chilli powder,spices,900 gm,GM,packets,aashirvaad chilli powder
2614.0,NES-BEV-COF-10LTR,nescafe,coffee,beverages,10 ltr,LTR,jars,nescafe coffee
2619.0,AAS-GRA-WHE-11KG,aashirvaad,wheat flour,grains,11 kg,KG,packets,aashirvaad wheat flour
2625.0,AAS-GRA-WHE-7KG,aashirvaad,wheat flour,grains,7 kg,KG,packets,aashirvaad wheat flour
